Fund Name,AMC,ISIN,Instrument Name,Market Value (Lacs),% to NAV,Yield,Rating,Quantity,Maturity Date,Standardized Rating,Market_Value_Crores,Issuer_Clean,Instrument_Type,Yield_Bucket,Rating_Quality_Score,Maturity_Years,Fund_Clean
HDFC Corporate Bond Fund,HDFC,INE020B08EK4,REC Limited.^,2552.94,0.07,6.63,CRISIL - AAA,2500.0,,AAA,25.5294,REC Limited.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE020B08EC1,REC Limited.^,2576.64,0.07,6.99,CRISIL - AAA,250.0,,AAA,25.766399999999997,REC Limited.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE556F08KT6,Small Industries Development Bank^,2546.57,0.07,6.665,CRISIL - AAA,2500.0,,AAA,25.465700000000002,SIDBI,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE213W07293,SMFG India Home Finance Company Ltd^,2537.17,0.07,7.27,CARE - AAA,2500.0,,AAA,25.3717,SMFG India Home Finance,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE062A08447,State Bank of India (Tier 2 - Basel III)^,2523.71,0.07,7.305,ICRA - AAA,25.0,,AAA,25.2371,SBI,Bank Capital,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE062A08348,State Bank of India^,2627.14,0.07,7.065,ICRA - AAA,2500.0,,AAA,26.2714,SBI,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE115A07RF8,LIC Housing Finance Ltd.^,1916.99,0.05,7.28,CRISIL - AAA,1880.0,,AAA,19.1699,LIC Housing Finance,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE357L07499,Nomura Capital India Pvt. Ltd.^,1522.06,0.04,7.465,IND - AAA,1500.0,,AAA,15.2206,Nomura Capital India Pvt.,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE020B08BJ2,REC Limited.^,1601.91,0.04,6.69,CRISIL - AAA,150.0,,AAA,16.0191,REC Limited.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE941D07158,Sikka Port and Terminal Ltd.^,1522.87,0.04,6.59,CRISIL - AAA,150.0,,AAA,15.228699999999998,Sikka Port and Terminal,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE848E08250,NHPC Ltd.^,1014.63,0.03,6.53,CARE - AAA,1000.0,,AAA,10.1463,NHPC Ltd.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE848E08243,NHPC Ltd.^,1021.89,0.03,6.61,CARE - AAA,1000.0,,AAA,10.2189,NHPC Ltd.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE848E08235,NHPC Ltd.^,1031.0,0.03,6.565,CARE - AAA,1000.0,,AAA,10.31,NHPC Ltd.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE848E08227,NHPC Ltd.^,1034.42,0.03,6.675,CARE - AAA,1000.0,,AAA,10.3442,NHPC Ltd.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE848E08219,NHPC Ltd.^,1038.89,0.03,6.715,CARE - AAA,1000.0,,AAA,10.388900000000001,NHPC Ltd.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE848E08193,NHPC Ltd.^,1039.68,0.03,6.89,CARE - AAA,1000.0,,AAA,10.3968,NHPC Ltd.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE556F08KG3,Small Industries Development Bank^,503.06,0.01,6.29,CRISIL - AAA,500.0,,AAA,5.0306,SIDBI,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE296A07RY7,Bajaj Finance Ltd.^,6192.46,0.17,6.5,CRISIL - AAA,500.0,,AAA,61.9246,Bajaj Finance,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE756I07EK0,HDB Financial Services Ltd.^,6229.02,0.17,6.73,CRISIL - AAA,500.0,,AAA,62.290200000000006,HDB Financial Services Ltd.^,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE134E08MS3,Power Finance Corporation Ltd.^,4676.9,0.13,6.47,CRISIL - AAA,5000.0,,AAA,46.769,PFC,Corporate Bond,6-7%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE1CBK15037,India Universal Trust AL2 (PTC backed by loan receivables originated by HDFC Bank Limited) £^,27206.07,0.76,7.825,CRISIL - AAA(SO),276.0,,AAA,272.0607,India Universal Trust AL2,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INE1CBK15029,India Universal Trust AL2 (PTC backed by loan receivables originated by HDFC Bank Limited) £^,14885.85,0.41,7.625,CRISIL - AAA(SO),175.0,,AAA,148.8585,India Universal Trust AL2,Corporate Bond,7-8%,95,,HDFC
HDFC Corporate Bond Fund,HDFC,INF0RQ622028,Corporate Debt Market Development Fund,9873.8,0.27,,,87457.788,,,98.738,Corporate Debt Market Development,Corporate Bond,Unknown,0,,HDFC
ICICI Corporate Bond Fund,ICICI,IN0020200120,Government Securities,192762.57,5.82204263796,7.28,SOV,185277360.0,,SOVEREIGN,1927.6257,Government of India,Government Securities,7-8%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN0020240019,Government Securities,123981.83,3.74464555329,6.52,SOV,118594780.0,,SOVEREIGN,1239.8183,Government of India,Government Securities,6-7%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN0020240035,Government Securities,60166.58,1.81722205789,7.24,SOV,58412000.0,,SOVEREIGN,601.6658,Government of India,Government Securities,7-8%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN0020240126,Government Securities,32707.75,0.98787806726,6.48,SOV,31810910.0,,SOVEREIGN,327.0775,Government of India,Government Securities,6-7%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN0020210137,Government Securities,29860.44,0.90188025023,6.78,SOV,29217650.0,,SOVEREIGN,298.6044,Government of India,Government Securities,6-7%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN0020240118,Government Securities,15068.72,0.45512326557,7.18,SOV,15000000.0,,SOVEREIGN,150.6872,Government of India,Government Securities,7-8%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN2220240427,State Government of Maharashtra,15022.62,0.45373089897,7.13,SOV,14882100.0,,SOVEREIGN,150.2262,Government of India,Government Securities,7-8%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN2220240435,State Government of Maharashtra,14136.68,0.4269726935,7.15,SOV,14000000.0,,SOVEREIGN,141.3668,Government of India,Government Securities,7-8%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN3520240083,State Government of Chhattisgarh,11408.79,0.34458174025,7.03,SOV,11051200.0,,SOVEREIGN,114.0879,Government of India,Government Securities,7-8%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN1920240257,State Government of Karnataka,5807.69,0.17541070762,6.85,SOV,5657700.0,,SOVEREIGN,58.076899999999995,Government of India,Government Securities,6-7%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN3420240241,State Government of West Bengal,2063.4,0.0623212420199999,7.16,SOV,2021800.0,,SOVEREIGN,20.634,Government of India,Government Securities,7-8%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN2920150355,State Government of Rajasthan,1448.9,0.0437613877899999,5.99,SOV,1425000.0,,SOVEREIGN,14.489,Government of India,Government Securities,≤6%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN1220150024,State Government of Assam,507.54,0.01532932207,5.78,SOV,500000.0,,SOVEREIGN,5.0754,Government of India,Government Securities,≤6%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN2220150139,State Government of Maharashtra,504.75,0.0152450552,5.66,SOV,500000.0,,SOVEREIGN,5.0475,Government of India,Government Securities,≤6%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN2920150454,State Government of Rajasthan,284.48,0.0085922007,6.06,SOV,280000.0,,SOVEREIGN,2.8448,Government of India,Government Securities,6-7%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,IN0020240134,Government Securities,37.18,,6.78,SOV,36350.0,,SOVEREIGN,0.3718,Government of India,Government Securities,6-7%,100,,ICICI
ICICI Corporate Bond Fund,ICICI,INE261F08DX0,NABARD **,111323.72,3.36233037594,6.6,CRISIL AAA,110250.0,,AAA,1113.2372,NABARD,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07RF8,LIC Housing Finance Ltd. **,110060.77,3.32418526951,7.36,CRISIL AAA,108500.0,,AAA,1100.6077,LIC Housing Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE261F08EM1,NABARD **,97353.41,2.94038258553,6.73,ICRA AAA,95550.0,,AAA,973.5341000000001,NABARD,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE01XX07034,Pipeline Infrastructure Pvt Ltd. **,83390.51,2.51865860068,7.01,CRISIL AAA,80500.0,,AAA,833.9051,Pipeline Infrastructure Pvt Ltd.,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE029A08073,Bharat Petroleum Corporation Ltd. **,59486.28,1.7966748344,6.23,CRISIL AAA,59000.0,,AAA,594.8628,Bharat Petroleum Corporation Ltd.,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE020B08EM0,Rural Electrification Corporation Ltd. **,53049.94,1.60227689753,6.52,CRISIL AAA,52500.0,,AAA,530.4994,REC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07QC7,LIC Housing Finance Ltd. **,50938.5,1.53850469473,6.92,CRISIL AAA,5000.0,,AAA,509.385,LIC Housing Finance,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE733E08254,NTPC Ltd. **,50165.13,1.51514646126,6.29,CRISIL AAA,49800.0,,AAA,501.6513,NTPC Ltd. **,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE134E08MO2,Power Finance Corporation Ltd. **,47822.81,1.4444009482,6.51,CRISIL AAA,47500.0,,AAA,478.2281,PFC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KD0,Small Industries Development Bank Of India. **,46175.81,1.39465631041,6.38,ICRA AAA,4600.0,,AAA,461.75809999999996,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE280A08015,Titan Company Ltd. **,43155.92,1.30344602855,6.35,CRISIL AAA,43000.0,,AAA,431.5592,Titan Company Ltd. **,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE040A08AF2,HDFC Bank Ltd. **,41449.68,1.25191215436,7.14,CRISIL AAA,40000.0,,AAA,414.4968,HDFC Bank Ltd. **,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE261F08EF5,NABARD **,40713.88,1.22968865437,6.63,ICRA AAA,40000.0,,AAA,407.13879999999995,NABARD,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KI9,Small Industries Development Bank Of India. **,40364.16,1.21912599819,6.58,CRISIL AAA,40000.0,,AAA,403.64160000000004,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE261F08DW2,NABARD **,35244.51,1.06449628667,6.41,CRISIL AAA,35000.0,,AAA,352.4451,NABARD,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE774D07VK8,Mahindra & Mahindra Financial Services Ltd. **,31412.39,0.94875407575,7.26,CRISIL AAA,31000.0,,AAA,314.1239,Mahindra & Mahindra Financial,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE020B08ED9,Rural Electrification Corporation Ltd. **,30796.64,0.93015646754,6.52,CRISIL AAA,30500.0,,AAA,307.9664,REC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE134E08NL6,Power Finance Corporation Ltd. **,30526.95,0.92201097187,6.7,CRISIL AAA,30000.0,,AAA,305.2695,PFC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE128M08078,L&T Metro Rail (Hyderabad) Ltd. **,30461.75,0.92004172452,6.67,CRISIL AAA(CE),3050.0,,AAA,304.6175,L&T Metro Rail (Hyderabad),Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE936D07190,Jamnagar Utilities & Power Pvt. Ltd. **,29653.05,0.89561641269,7.34,CRISIL AAA,29500.0,,AAA,296.5305,Jamnagar Utilities & Power,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE507T07146,Summit Digitel Infrastructure Private Ltd. **,29189.21,0.88160696959,7.26,CRISIL AAA,28300.0,,AAA,291.89209999999997,Summit Digitel Infrastructure Private,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE020B08EP3,Rural Electrification Corporation Ltd.,28401.04,0.85780172905,6.5,CRISIL AAA,28000.0,,AAA,284.0104,REC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KJ7,Small Industries Development Bank Of India. **,28298.65,0.85470922543,6.58,CRISIL AAA,28000.0,,AAA,282.98650000000004,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE261F08EA6,NABARD **,27760.32,0.83844994743,6.6,CRISIL AAA,27500.0,,AAA,277.6032,NABARD,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KU4,Small Industries Development Bank Of India. **,27020.41,0.81610231236,6.75,CRISIL AAA,26500.0,,AAA,270.2041,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KG3,Small Industries Development Bank Of India. **,25670.21,0.77532197846,6.37,CRISIL AAA,25500.0,,AAA,256.7021,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE915D08CX8,Citicorp Finance (India) Ltd. **,25506.27,0.77037046909,7.34,ICRA AAA,25500.0,,AAA,255.0627,Citicorp Finance (India) Ltd.,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE041007183,EMBASSY OFFICE PARKS REIT **,25015.15,0.75553708323,7.11,CRISIL AAA,25000.0,,AAA,250.15150000000003,EMBASSY OFFICE PARKS REIT,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE134E08LP1,Power Finance Corporation Ltd. **,23130.3,0.6986086190299999,6.54,CRISIL AAA,2300.0,,AAA,231.303,PFC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE936D07182,Jamnagar Utilities & Power Pvt. Ltd. **,20510.26,0.61947507877,6.95,CRISIL AAA,20000.0,,AAA,205.1026,Jamnagar Utilities & Power,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE134E08NP7,Power Finance Corporation Ltd. **,20393.26,0.61594130669,6.71,CRISIL AAA,20000.0,,AAA,203.93259999999998,PFC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07RB7,LIC Housing Finance Ltd. **,20328.86,0.61399622188,7.33,CRISIL AAA,20000.0,,AAA,203.2886,LIC Housing Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE033L07IE2,Tata Capital Housing Finance Ltd. **,20312.94,0.61351538725,7.02,CRISIL AAA,20000.0,,AAA,203.12939999999998,Tata Capital Housing Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE134E08LZ0,Power Finance Corporation Ltd. **,20117.62,0.6076161021,6.35,CRISIL AAA,2000.0,,AAA,201.1762,PFC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE0NDH07050,Nexus Select Trust **,20115.8,0.60756113231,7.09,ICRA AAA,20000.0,,AAA,201.158,Nexus Select Trust **,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE033L07IN3,Tata Capital Housing Finance Ltd. **,20097.66,0.60701324662,7.06,CRISIL AAA,20000.0,,AAA,200.9766,Tata Capital Housing Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE507T07062,Summit Digitel Infrastructure Ltd **,19988.06,0.60370297807,6.83,CRISIL AAA,2000.0,,AAA,199.88060000000002,Summit Digitel Infrastructure Ltd,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07QV7,LIC Housing Finance Ltd. **,19880.27,0.60044737727,7.31,CRISIL AAA,19500.0,,AAA,198.80270000000002,LIC Housing Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07MW4,LIC Housing Finance Ltd. **,19414.03,0.58636544654,6.97,CRISIL AAA,1900.0,,AAA,194.1403,LIC Housing Finance,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KT6,Small Industries Development Bank Of India. **,19321.75,0.58357829707,6.75,CRISIL AAA,19000.0,,AAA,193.2175,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07QW5,LIC Housing Finance Ltd.,18818.96,0.56839244009,6.97,CRISIL AAA,18500.0,,AAA,188.18959999999998,LIC Housing Finance,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE062A08256,State Bank of India ( Tier II Bond under Basel III ) **,18090.14,0.5463797583,6.31,CRISIL AAA,1815.0,,AAA,180.9014,SBI,Bank Capital,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE941D07208,Sikka Ports & Terminals Ltd. **,18011.72,0.54401122491,6.58,CRISIL AAA,1800.0,,AAA,180.11720000000003,Sikka Ports & Terminals,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE153A08170,Mahanagar Telephone Nigam Ltd. **,17504.5,0.5286915678499999,7.95,FITCH AAA(CE),17500.0,,AAA,175.045,Mahanagar Telephone Nigam Ltd.,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE915D08CY6,Citicorp Finance (India) Ltd. **,17005.44,0.51361836873,7.56,ICRA AAA,17000.0,,AAA,170.0544,Citicorp Finance (India) Ltd.,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE020B08DT7,Rural Electrification Corporation Ltd. **,16432.42,0.4963113424099999,6.53,CRISIL AAA,1650.0,,AAA,164.3242,REC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE153A08089,Mahanagar Telephone Nigam Ltd. ** #,16171.23,0.48842257378,7.9,BWR AA+(CE),1667.0,,AA+,161.7123,Mahanagar Telephone Nigam Ltd.,Corporate Bond,7-8%,90,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KH1,Small Industries Development Bank Of India. **,16142.83,0.48756480346,6.58,CRISIL AAA,16000.0,,AAA,161.4283,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE0J7Q07249,DME Development Ltd. **,15525.59,0.4689221925099999,7.27,CRISIL AAA,15000.0,,AAA,155.2559,DME Development Ltd. **,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE016A08021,Dabur India Ltd. **,15165.17,0.4580363623,6.64,ICRA AAA,15000.0,,AAA,151.6517,Dabur India Ltd. **,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE020B08EL2,Rural Electrification Corporation Ltd. **,15113.3,0.45646972335,6.48,CRISIL AAA,15000.0,,AAA,151.13299999999998,REC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE975F07ID8,Kotak Mahindra Investments Ltd. **,15100.79,0.4560918815599999,6.88,CRISIL AAA,15000.0,,AAA,151.0079,Kotak Mahindra Investments Ltd.,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE020B08EF4,Rural Electrification Corporation Ltd. **,15100.41,0.45608040435,6.38,CRISIL AAA,15000.0,,AAA,151.0041,REC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE535H07CG2,SMFG India Credit Company Ltd. **,15044.33,0.45438661001,6.44,ICRA AAA,15000.0,,AAA,150.4433,SMFG India Credit Company,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KP4,Small Industries Development Bank Of India.,13768.5,0.41585248661,6.64,CRISIL AAA,13500.0,,AAA,137.685,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07NP6,LIC Housing Finance Ltd. **,13677.24,0.41309614438,6.97,CRISIL AAA,1300.0,,AAA,136.7724,LIC Housing Finance,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE483Z08012,Kohima-Mariani Transmission Ltd. **,13533.55,0.40875624942,7.27,FITCH AAA,13700.0,,AAA,135.3355,Kohima-Mariani Transmission Ltd. **,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07NU6,LIC Housing Finance Ltd. **,13176.91,0.3979845872299999,7.01,CRISIL AAA,1250.0,,AAA,131.7691,LIC Housing Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE261F08EB4,NABARD **,12980.03,0.39203818512,6.61,CRISIL AAA,12850.0,,AAA,129.8003,NABARD,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE261F08EO7,NABARD,12760.5,0.38540768097,6.74,CRISIL AAA,12500.0,,AAA,127.605,NABARD,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE134E08MT1,Power Finance Corporation Ltd. **,12643.91,0.38188629219,6.54,CRISIL AAA,12500.0,,AAA,126.4391,PFC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE213W07319,SMFG India Home Finance Company Ltd **,12482.46,0.37700998874,7.45,CARE AAA,12500.0,,AAA,124.82459999999999,SMFG India Home Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE062A08264,State Bank of India ( Tier II Bond under Basel III ),12431.04,0.37545694122,5.95,CRISIL AAA,1250.0,,AAA,124.31040000000002,SBI,Bank Capital,≤6%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE01XX07059,Pipeline Infrastructure Pvt Ltd. **,12214.66,0.36892157708,6.85,CRISIL AAA,12000.0,,AAA,122.14659999999999,Pipeline Infrastructure Pvt Ltd.,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE031A08871,Housing and Urban Development Corporation Ltd. **,12132.29,0.36643374113,6.29,ICRA AAA,12000.0,,AAA,121.3229,Housing and Urban Development,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07PV9,LIC Housing Finance Ltd. **,11707.53,0.35360463831,6.89,CRISIL AAA,1150.0,,AAA,117.07530000000001,LIC Housing Finance,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KM1,Small Industries Development Bank Of India. **,11207.9,0.33851422338,6.68,CRISIL AAA,11000.0,,AAA,112.079,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE775A08089,Samvardhana Motherson International Ltd. **,11070.02,0.3343498089,6.74,FITCH AAA,11000.0,,AAA,110.70020000000001,Samvardhana Motherson International Ltd.,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE020B08ES7,Rural Electrification Corporation Ltd. **,10868.26,0.32825601526,6.48,ICRA AAA,10750.0,,AAA,108.68260000000001,REC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07QN4,LIC Housing Finance Ltd. **,10744.87,0.32452924486,7.31,CRISIL AAA,10500.0,,AAA,107.4487,LIC Housing Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE040A08435,HDFC Bank Ltd.( Tier II Bond under Basel III ) **,10405.99,0.31429399115,7.11,CRISIL AAA,100.0,,AAA,104.0599,HDFC Bank Ltd.( Tier,Bank Capital,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE775A08097,Samvardhana Motherson International Ltd. **,10311.65,0.31144462313,6.98,CRISIL AAA,10000.0,,AAA,103.1165,Samvardhana Motherson International Ltd.,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KL3,Small Industries Development Bank Of India.,10309.47,0.31137878019,6.76,CRISIL AAA,10000.0,,AAA,103.09469999999999,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07QX3,LIC Housing Finance Ltd. **,10219.41,0.30865868179,7.19,CRISIL AAA,10000.0,,AAA,102.19409999999999,LIC Housing Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE507T07112,Summit Digitel Infrastructure Private Ltd. **,10189.26,0.3077480559,6.89,CRISIL AAA,10000.0,,AAA,101.8926,Summit Digitel Infrastructure Private,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE261F08ED0,NABARD **,10163.26,0.30696277322,6.61,CRISIL AAA,10000.0,,AAA,101.6326,NABARD,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE831R07425,Aditya Birla Housing Finance Ltd. **,10150.08,0.3065646953,7.17,ICRA AAA,10000.0,,AAA,101.5008,Aditya Birla Housing Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE033L07IK9,Tata Capital Housing Finance Ltd. **,10140.87,0.30628652401,7.06,CRISIL AAA,10000.0,,AAA,101.40870000000001,Tata Capital Housing Finance,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE115A07KM9,LIC Housing Finance Ltd. **,10117.12,0.3055691984799999,6.77,CRISIL AAA,1000.0,,AAA,101.17120000000001,LIC Housing Finance,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE134E08MC7,Power Finance Corporation Ltd.,10115.79,0.30552902825,6.58,CRISIL AAA,10000.0,,AAA,101.15790000000001,PFC,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE556F08KF5,Small Industries Development Bank Of India. **,10052.0,0.30360236739,6.45,ICRA AAA,1000.0,,AAA,100.52,SIDBI,Corporate Bond,6-7%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE071G07843,ICICI Home Finance Company Ltd. **,9994.42,0.30186326827,7.22,CRISIL AAA,10000.0,,AAA,99.9442,ICICI Home Finance Company,Corporate Bond,7-8%,95,,ICICI
ICICI Corporate Bond Fund,ICICI,INE071G07777,ICICI Home Finance Company Ltd. **,9962.91,0.30091156606,7.84,ICRA AAA,10000.0,,AAA,99.6291,ICICI Home Finance Company,Corporate Bond,7-8%,95,,ICICI
