Fund Name,AMC,ISIN,Instrument Name,Market Value (Lacs),% to NAV,Yield,Rating,Quantity,Maturity Date,Coupon,YTC
HDFC Corporate Bond Fund,HDFC,INE556F08KW0,Small Industries Development Bank^,20406.42,0.57,6.75,CRISIL - AAA,20000.0,,7.42,
HDFC Corporate Bond Fund,HDFC,INE053F08486,Indian Railways Finance Corp. Ltd.,20241.5,0.56,7.0,CRISIL - AAA,20000.0,,7.17,
HDFC Corporate Bond Fund,HDFC,INE0KUG08050,National Bank for Financing Infrastructure and Development^,20102.36,0.56,7.185,CRISIL - AAA,20000.0,,7.25,
HDFC Corporate Bond Fund,HDFC,INE357L07432,Nomura Capital India Pvt. Ltd.^,20176.8,0.56,7.19,IND - AAA,20000.0,,8.17,
HDFC Corporate Bond Fund,HDFC,INE020B08DA7,REC Limited.^,20011.48,0.56,6.895,CRISIL - AAA,2000.0,,6.9,
HDFC Corporate Bond Fund,HDFC,INE377Y07508,Bajaj Housing Finance Ltd.,18136.55,0.5,7.32,CRISIL - AAA,17500.0,,7.89,
HDFC Corporate Bond Fund,HDFC,INE0J7Q07249,DME Development Limited^,18097.36,0.5,7.28,CRISIL - AAA,17500.0,,7.55,
HDFC Corporate Bond Fund,HDFC,INE031A08970,Housing and Urban Development Corporation Ltd.^,17570.74,0.49,6.79,ICRA - AAA,17500.0,,6.9,
HDFC Corporate Bond Fund,HDFC,INE053F07BA5,Indian Railways Finance Corp. Ltd.^,15878.31,0.44,6.65,CRISIL - AAA,1500.0,,8.55,
HDFC Corporate Bond Fund,HDFC,INE377Y07482,Bajaj Housing Finance Ltd.^,15305.37,0.43,6.93,CRISIL - AAA,15000.0,,8.1,
HDFC Corporate Bond Fund,HDFC,INE756I07FG5,HDB Financial Services Ltd.^,15587.37,0.43,7.165,CRISIL - AAA,15500.0,,7.4091,
HDFC Corporate Bond Fund,HDFC,INE094A08135,Hindustan Petroleum Corp. Ltd.^,15365.52,0.43,6.425,CRISIL - AAA,1500.0,,7.64,
HDFC Corporate Bond Fund,HDFC,INE053F08478,Indian Railways Finance Corp. Ltd.^,15316.44,0.43,7.045,CRISIL - AAA,15000.0,,7.28,
HDFC Corporate Bond Fund,HDFC,INE134E08NM4,Power Finance Corporation Ltd.^,15300.44,0.43,6.975,CRISIL - AAA,15000.0,,7.38,
HDFC Corporate Bond Fund,HDFC,INE020B08FO3,REC Limited.^,15310.94,0.43,7.04,CRISIL - AAA,15000.0,,7.28,
HDFC Corporate Bond Fund,HDFC,INE020B08FA2,REC Limited.^,15267.21,0.42,6.505,CRISIL - AAA,15000.0,,7.59,
HDFC Corporate Bond Fund,HDFC,INE040A08401,HDFC Bank Ltd.£^,14814.03,0.41,6.88,CRISIL - AAA,1500.0,,6.44,
HDFC Corporate Bond Fund,HDFC,INE020B08BO2,REC Limited.^,14766.33,0.41,6.69,CRISIL - AAA,1400.0,,8.3,
HDFC Corporate Bond Fund,HDFC,INE752E08726,Power Grid Corporation of India Ltd.^,13847.01,0.38,6.91,CRISIL - AAA,15000.0,,7.65,
HDFC Corporate Bond Fund,HDFC,INE020B08BG8,REC Limited.^,13764.24,0.38,6.67,IND - AAA,1300.0,,8.56,
HDFC Corporate Bond Fund,HDFC,INE242A08551,Indian Oil Corporation Ltd.^,12848.4,0.36,6.535,CRISIL - AAA,12500.0,,7.36,
HDFC Corporate Bond Fund,HDFC,INE134E08NO0,Power Finance Corporation Ltd.^,12787.06,0.36,6.815,CRISIL - AAA,12500.0,,7.44,
HDFC Corporate Bond Fund,HDFC,INE556F08KV2,Small Industries Development Bank^,12793.78,0.36,6.75,CRISIL - AAA,12500.0,,7.48,
HDFC Corporate Bond Fund,HDFC,INE261F08EK5,National Bank for Agri & Rural Dev.,12715.98,0.35,6.66,CRISIL - AAA,12500.0,,7.44,
HDFC Corporate Bond Fund,HDFC,INE535H07CJ6,SMFG India Credit Company Ltd^,12740.19,0.35,7.2,CARE - AAA,12500.0,,8.3,
HDFC Corporate Bond Fund,HDFC,INE692Q07480,Toyota Financial Services India Ltd.^,12704.39,0.35,7.22,ICRA - AAA,12500.0,,8.3645,
HDFC Corporate Bond Fund,HDFC,INE752E08692,Power Grid Corporation of India Ltd.^,12340.68,0.34,6.865,CRISIL - AAA,15000.0,,7.56,
HDFC Corporate Bond Fund,HDFC,INE752E08718,Power Grid Corporation of India Ltd.^,11562.95,0.32,6.865,CRISIL - AAA,12500.0,,7.7,
HDFC Corporate Bond Fund,HDFC,INE040A08435,HDFC Bank Ltd. (Tier 2 - Basel III)£^,10374.21,0.29,7.16,CRISIL - AAA,100.0,,7.84,
HDFC Corporate Bond Fund,HDFC,INE094A08150,Hindustan Petroleum Corp. Ltd.^,10293.1,0.29,6.445,CRISIL - AAA,10000.0,,7.74,
HDFC Corporate Bond Fund,HDFC,INE906B07HG7,National Highways Authority of India^,10286.79,0.29,6.65,CRISIL - AAA,1000.0,,7.49,
HDFC Corporate Bond Fund,HDFC,INE134E08MA1,Power Finance Corporation Ltd.^,10362.73,0.29,6.995,CRISIL - AAA,10000.0,,7.64,
HDFC Corporate Bond Fund,HDFC,INE020B08BU9,REC Limited.,10521.56,0.29,6.73,CRISIL - AAA,1000.0,,8.3,
HDFC Corporate Bond Fund,HDFC,INE020B08BE3,REC Limited.^,10575.83,0.29,6.67,CRISIL - AAA,1000.0,,8.54,
HDFC Corporate Bond Fund,HDFC,INE377Y07516,Bajaj Housing Finance Ltd.,10152.51,0.28,7.32,CRISIL - AAA,10000.0,,7.56,
HDFC Corporate Bond Fund,HDFC,INE377Y07540,Bajaj Housing Finance Ltd.,10116.2,0.28,7.32,CRISIL - AAA,10000.0,,7.5,
HDFC Corporate Bond Fund,HDFC,INE377Y07532,Bajaj Housing Finance Ltd.^,10160.87,0.28,6.945,CRISIL - AAA,10000.0,,7.66,
HDFC Corporate Bond Fund,HDFC,INE031A08947,Housing and Urban Development Corporation Ltd.^,10210.42,0.28,7.055,CARE - AAA,10000.0,,7.37,
HDFC Corporate Bond Fund,HDFC,INE242A08544,Indian Oil Corporation Ltd.^,10206.22,0.28,6.43,CRISIL - AAA,1000.0,,7.44,
HDFC Corporate Bond Fund,HDFC,INE053F08528,Indian Railways Finance Corp. Ltd.^,9937.75,0.28,6.74,CRISIL - AAA,10000.0,,6.58,
HDFC Corporate Bond Fund,HDFC,INE916DA7SE8,Kotak Mahindra Prime Ltd.^,10222.97,0.28,7.045,CRISIL - AAA,10000.0,,8.05,
HDFC Corporate Bond Fund,HDFC,INE498L07145,L&T Finance Ltd.^,10021.65,0.28,7.13,CRISIL - AAA,10000.0,,7.23,
HDFC Corporate Bond Fund,HDFC,INE115A07RD3,LIC Housing Finance Ltd.^,10228.55,0.28,7.025,CRISIL - AAA,10000.0,,7.645,
HDFC Corporate Bond Fund,HDFC,INE261F08AX6,National Bank for Agri & Rural Dev.^,9961.51,0.28,6.67,CRISIL - AAA,950.0,,8.18,
HDFC Corporate Bond Fund,HDFC,INE557F08FY4,National Housing Bank^,10196.35,0.28,6.48,CRISIL - AAA,10000.0,,7.59,
HDFC Corporate Bond Fund,HDFC,INE357L07473,Nomura Capital India Pvt. Ltd.^,10212.95,0.28,7.925,IND - AAA,10000.0,,8.9,
HDFC Corporate Bond Fund,HDFC,INE134E08NR3,Power Finance Corporation Ltd.^,9920.92,0.28,6.83,CRISIL - AAA,10000.0,,6.64,
HDFC Corporate Bond Fund,HDFC,INE535H07CK4,SMFG India Credit Company Ltd^,10122.5,0.28,6.98,ICRA - AAA,10000.0,,8.28,
HDFC Corporate Bond Fund,HDFC,INE377Y07300,Bajaj Housing Finance Ltd.^,9618.04,0.27,6.92,CRISIL - AAA,950.0,,7.7,
HDFC Corporate Bond Fund,HDFC,INE040A08864,HDFC Bank Ltd.£^,9884.84,0.27,7.08,CRISIL - AAA,1000.0,,6.83,
HDFC Corporate Bond Fund,HDFC,INE053F08106,Indian Railways Finance Corp. Ltd.^,9429.69,0.26,6.82,CRISIL - AAA,940.0,,6.89,
HDFC Corporate Bond Fund,HDFC,INE053F07AZ4,Indian Railways Finance Corp. Ltd.^,8943.68,0.25,6.65,CRISIL - AAA,850.0,,8.4,
HDFC Corporate Bond Fund,HDFC,INE01XX07059,Pipeline Infrastructure Pvt. Ltd.^,9168.71,0.25,6.67,CRISIL - AAA,9000.0,,7.96,
HDFC Corporate Bond Fund,HDFC,INE692Q07415,Toyota Financial Services India Ltd.^,9078.83,0.25,6.925,ICRA - AAA,9000.0,,8.1,
HDFC Corporate Bond Fund,HDFC,INE261F08DY8,National Bank for Agri & Rural Dev.^,8102.98,0.23,7.05,CRISIL - AAA,7700.0,,7.7,
HDFC Corporate Bond Fund,HDFC,INE040A08AB1,HDFC Bank Ltd.£^,7935.43,0.22,6.965,CRISIL - AAA,750.0,,9.0,
HDFC Corporate Bond Fund,HDFC,INE094A08143,Hindustan Petroleum Corp. Ltd.^,7822.63,0.22,6.8,CRISIL - AAA,750.0,,7.54,
HDFC Corporate Bond Fund,HDFC,INE206D08493,Nuclear Power Corporation of India Ltd.^,7823.4,0.22,6.78,ICRA - AAA,750.0,,7.55,
HDFC Corporate Bond Fund,HDFC,INE020B08BQ7,REC Limited.^,8002.63,0.22,6.73,CRISIL - AAA,750.0,,8.85,
HDFC Corporate Bond Fund,HDFC,INE261F08DU6,National Bank for Agri & Rural Dev.^,7728.84,0.21,7.005,CRISIL - AAA,750.0,,7.54,
HDFC Corporate Bond Fund,HDFC,INE906B07HH5,National Highways Authority of India,7255.58,0.2,6.65,CRISIL - AAA,700.0,,7.7,
HDFC Corporate Bond Fund,HDFC,INE975F07IP2,Kotak Mahindra Investments Ltd.^,6597.27,0.18,7.09,CRISIL - AAA,6500.0,,8.1929,
HDFC Corporate Bond Fund,HDFC,INE033L07IE2,TATA Capital Housing Finance Ltd.^,6105.85,0.17,6.82,CRISIL - AAA,6000.0,,8.1,
HDFC Corporate Bond Fund,HDFC,INE296A07TE5,Bajaj Finance Ltd.^,5592.3,0.16,7.435,CRISIL - AAA,5500.0,,7.7,
HDFC Corporate Bond Fund,HDFC,INE357L07481,Nomura Capital India Pvt. Ltd.^,5612.84,0.16,7.925,IND - AAA,5500.0,,8.85,
HDFC Corporate Bond Fund,HDFC,INE031A08616,Housing and Urban Development Corporation Ltd.^,5300.12,0.15,6.64,CARE - AAA,500.0,,8.6,
HDFC Corporate Bond Fund,HDFC,INE261F08AP2,National Bank for Agri & Rural Dev.^,5311.5,0.15,6.67,CRISIL - AAA,500.0,,8.77,
HDFC Corporate Bond Fund,HDFC,INE261F08BA2,National Bank for Agri & Rural Dev.^,5273.17,0.15,6.77,CRISIL - AAA,500.0,,8.42,
HDFC Corporate Bond Fund,HDFC,INE261F08BH7,National Bank for Agri & Rural Dev.^,5237.62,0.15,6.77,CRISIL - AAA,500.0,,8.15,
HDFC Corporate Bond Fund,HDFC,INE377Y07383,Bajaj Housing Finance Ltd.^,5105.33,0.14,6.93,CRISIL - AAA,500.0,,7.98,
HDFC Corporate Bond Fund,HDFC,INE094A08176,Hindustan Petroleum Corp. Ltd.^,5020.23,0.14,6.62,CRISIL - AAA,5000.0,,6.73,
HDFC Corporate Bond Fund,HDFC,INE090A08UF5,ICICI Bank Ltd.^,4971.33,0.14,6.865,CARE - AAA,500.0,,6.67,
HDFC Corporate Bond Fund,HDFC,INE053F08247,Indian Railways Finance Corp. Ltd.^,5194.51,0.14,6.98,CRISIL - AAA,5000.0,,7.65,
HDFC Corporate Bond Fund,HDFC,INE053F08353,Indian Railways Finance Corp. Ltd.^,5147.45,0.14,6.65,CRISIL - AAA,5000.0,,7.57,
HDFC Corporate Bond Fund,HDFC,INE053F08502,Indian Railways Finance Corp. Ltd.^,4982.42,0.14,6.74,CRISIL - AAA,5000.0,,6.65,
HDFC Corporate Bond Fund,HDFC,INE975F07IS6,Kotak Mahindra Investments Ltd.^,5116.44,0.14,7.105,CRISIL - AAA,5000.0,,8.3721,
HDFC Corporate Bond Fund,HDFC,INE498L07046,L&T Finance Ltd.^,5098.77,0.14,7.155,CRISIL - AAA,5000.0,,8.1629,
HDFC Corporate Bond Fund,HDFC,INE498L07038,L&T Finance Ltd.^,5091.67,0.14,7.145,ICRA - AAA,5000.0,,8.24,
HDFC Corporate Bond Fund,HDFC,INE115A07PN6,LIC Housing Finance Ltd.^,4982.27,0.14,6.65,CRISIL - AAA,500.0,,6.4,
HDFC Corporate Bond Fund,HDFC,INE261F08ED0,National Bank for Agri & Rural Dev.^,5081.48,0.14,6.54,CRISIL - AAA,5000.0,,7.83,
HDFC Corporate Bond Fund,HDFC,INE557F08GC8,National Housing Bank^,5111.66,0.14,6.815,CARE - AAA,5000.0,,7.29,
HDFC Corporate Bond Fund,HDFC,INE127K08017,Nomura Fixed Income Securities Pvt.^,5094.56,0.14,7.135,IND - AAA,5000.0,,8.25,
HDFC Corporate Bond Fund,HDFC,INE206D08501,Nuclear Power Corporation of India Ltd.^,5129.92,0.14,6.57,ICRA - AAA,5000.0,,7.7,
HDFC Corporate Bond Fund,HDFC,INE134E08NN2,Power Finance Corporation Ltd.^,5122.46,0.14,7.03,CRISIL - AAA,5000.0,,7.4,
HDFC Corporate Bond Fund,HDFC,INE020B08FU0,REC Limited.,5011.89,0.14,6.8,CARE - AAA,5000.0,,6.87,
HDFC Corporate Bond Fund,HDFC,INE556F08KQ2,Small Industries Development Bank^,5104.6,0.14,6.595,CRISIL - AAA,5000.0,,7.68,
HDFC Corporate Bond Fund,HDFC,INE062A08389,State Bank of India^,5198.2,0.14,7.065,ICRA - AAA,5000.0,,7.54,
HDFC Corporate Bond Fund,HDFC,INE062A08330,State Bank of India^,5171.39,0.14,6.89,ICRA - AAA,500.0,,7.51,
HDFC Corporate Bond Fund,HDFC,INE033L07HF1,TATA Capital Housing Finance Ltd.^,4991.12,0.14,6.66,CRISIL - AAA,500.0,,6.5,
HDFC Corporate Bond Fund,HDFC,INE692Q07399,Toyota Financial Services India Ltd.^,5024.59,0.14,6.56,CRISIL - AAA,500.0,,8.0,
HDFC Corporate Bond Fund,HDFC,INE020B08FB0,REC Limited.^,4524.72,0.13,7.01,CRISIL - AAA,4380.0,,7.53,
HDFC Corporate Bond Fund,HDFC,INE692Q07514,Toyota Financial Services India Ltd.^,4618.4,0.13,7.405,CRISIL - AAA,4500.0,,8.2,
HDFC Corporate Bond Fund,HDFC,INE906B07GO3,National Highways Authority of India^,4221.42,0.12,6.65,CRISIL - AAA,400.0,,8.49,
HDFC Corporate Bond Fund,HDFC,INE053F08395,Indian Railways Finance Corp. Ltd.^,4117.34,0.11,6.98,CRISIL - AAA,4000.0,,7.44,
HDFC Corporate Bond Fund,HDFC,INE357L07507,Nomura Capital India Pvt. Ltd.^,4072.04,0.11,7.48,IND - AAA,4000.0,,8.45,
HDFC Corporate Bond Fund,HDFC,INE134E08JP5,Power Finance Corporation Ltd.^,4122.5,0.11,6.68,CRISIL - AAA,400.0,,7.85,
HDFC Corporate Bond Fund,HDFC,INE134E08LG0,Power Finance Corporation Ltd.^,3996.36,0.11,6.42,CRISIL - AAA,1000.0,,6.35,
HDFC Corporate Bond Fund,HDFC,INE134E08ME3,Power Finance Corporation Ltd.^,3128.86,0.09,6.975,CRISIL - AAA,3000.0,,7.82,
HDFC Corporate Bond Fund,HDFC,INE134E08MD5,Power Finance Corporation Ltd.^,3139.55,0.09,7.0,CRISIL - AAA,3000.0,,7.82,
HDFC Corporate Bond Fund,HDFC,INE134E08MF0,Power Finance Corporation Ltd.^,3114.2,0.09,6.815,CRISIL - AAA,3000.0,,7.82,
HDFC Corporate Bond Fund,HDFC,INE134E08MG8,Power Finance Corporation Ltd.^,3123.81,0.09,6.895,CRISIL - AAA,3000.0,,7.82,
HDFC Corporate Bond Fund,HDFC,INE020B08BS3,REC Limited.^,3200.22,0.09,6.73,CRISIL - AAA,300.0,,8.8,
HDFC Corporate Bond Fund,HDFC,INE848E07AN6,NHPC Ltd.^,2962.86,0.08,6.565,CARE - AAA,500.0,,8.65,
HDFC Corporate Bond Fund,HDFC,INE296A07TJ4,Bajaj Finance Ltd.^,2515.52,0.07,7.09,CRISIL - AAA,2500.0,,7.3763,
HDFC Corporate Bond Fund,HDFC,INE514E08GF5,Export - Import Bank of India,2541.66,0.07,6.71,CRISIL - AAA,2500.0,,7.12,
HDFC Corporate Bond Fund,HDFC,INE031A08855,Housing and Urban Development Corporation Ltd.^,2517.13,0.07,6.0,CARE - AAA,250.0,,7.54,
HDFC Corporate Bond Fund,HDFC,INE053F08296,Indian Railways Finance Corp. Ltd.,2641.32,0.07,7.05,CRISIL - AAA,2500.0,,7.74,
HDFC Corporate Bond Fund,HDFC,INE053F08452,Indian Railways Finance Corp. Ltd.^,2528.03,0.07,6.98,CRISIL - AAA,2500.0,,7.15,
HDFC Corporate Bond Fund,HDFC,INE936D07182,Jamnagar Utilities & Power Pvt. Limited,2569.43,0.07,6.85,CRISIL - AAA,2500.0,,7.9,
HDFC Corporate Bond Fund,HDFC,INE115A07NP6,LIC Housing Finance Ltd.^,2638.79,0.07,6.82,CRISIL - AAA,250.0,,8.75,
HDFC Corporate Bond Fund,HDFC,INE115A07OB4,LIC Housing Finance Ltd.^,2634.98,0.07,6.95,CRISIL - AAA,250.0,,8.7,
HDFC Corporate Bond Fund,HDFC,INE906B07HD4,National Highways Authority of India^,2638.45,0.07,6.65,CRISIL - AAA,250.0,,8.36,
HDFC Corporate Bond Fund,HDFC,INE906B07HF9,National Highways Authority of India^,2595.48,0.07,6.65,CRISIL - AAA,250.0,,7.8,
HDFC Corporate Bond Fund,HDFC,INE733E07KJ7,NTPC Limited^,2631.49,0.07,6.53,CRISIL - AAA,250.0,,8.3,
HDFC Corporate Bond Fund,HDFC,INE733E08239,NTPC Limited^,2592.57,0.07,6.805,CRISIL - AAA,250.0,,7.44,
HDFC Corporate Bond Fund,HDFC,INE134E08IE1,Power Finance Corporation Ltd.^,2526.53,0.07,6.42,CRISIL - AAA,250.0,,8.03,
HDFC Corporate Bond Fund,HDFC,INE134E08KC1,Power Finance Corporation Ltd.^,2670.47,0.07,6.75,CRISIL - AAA,250.0,,8.85,
HDFC Corporate Bond Fund,HDFC,INE134E08IT9,Power Finance Corporation Ltd.^,2542.28,0.07,6.54,CRISIL - AAA,250.0,,7.6,
HDFC Corporate Bond Fund,HDFC,INE134E08KV1,Power Finance Corporation Ltd.^,2593.53,0.07,6.815,CRISIL - AAA,250.0,,7.75,
HDFC Corporate Bond Fund,HDFC,INE020B08EK4,REC Limited.^,2552.94,0.07,6.63,CRISIL - AAA,2500.0,,7.46,
HDFC Corporate Bond Fund,HDFC,INE020B08EC1,REC Limited.^,2576.64,0.07,6.99,CRISIL - AAA,250.0,,7.53,
HDFC Corporate Bond Fund,HDFC,INE556F08KT6,Small Industries Development Bank^,2546.57,0.07,6.665,CRISIL - AAA,2500.0,,7.44,
HDFC Corporate Bond Fund,HDFC,INE213W07293,SMFG India Home Finance Company Ltd^,2537.17,0.07,7.27,CARE - AAA,2500.0,,8.07,
HDFC Corporate Bond Fund,HDFC,INE062A08447,State Bank of India (Tier 2 - Basel III)^,2523.71,0.07,7.305,ICRA - AAA,25.0,,7.42,
HDFC Corporate Bond Fund,HDFC,INE062A08348,State Bank of India^,2627.14,0.07,7.065,ICRA - AAA,2500.0,,7.7,
HDFC Corporate Bond Fund,HDFC,INE115A07RF8,LIC Housing Finance Ltd.^,1916.99,0.05,7.28,CRISIL - AAA,1880.0,,7.58,
HDFC Corporate Bond Fund,HDFC,INE357L07499,Nomura Capital India Pvt. Ltd.^,1522.06,0.04,7.465,IND - AAA,1500.0,,8.45,
HDFC Corporate Bond Fund,HDFC,INE020B08BJ2,REC Limited.^,1601.91,0.04,6.69,CRISIL - AAA,150.0,,8.8,
HDFC Corporate Bond Fund,HDFC,INE941D07158,Sikka Port and Terminal Ltd.^,1522.87,0.04,6.59,CRISIL - AAA,150.0,,7.95,
HDFC Corporate Bond Fund,HDFC,INE848E08250,NHPC Ltd.^,1014.63,0.03,6.53,CARE - AAA,1000.0,,7.59,
HDFC Corporate Bond Fund,HDFC,INE848E08243,NHPC Ltd.^,1021.89,0.03,6.61,CARE - AAA,1000.0,,7.59,
HDFC Corporate Bond Fund,HDFC,INE848E08235,NHPC Ltd.^,1031.0,0.03,6.565,CARE - AAA,1000.0,,7.59,
HDFC Corporate Bond Fund,HDFC,INE848E08227,NHPC Ltd.^,1034.42,0.03,6.675,CARE - AAA,1000.0,,7.59,
HDFC Corporate Bond Fund,HDFC,INE848E08219,NHPC Ltd.^,1038.89,0.03,6.715,CARE - AAA,1000.0,,7.59,
HDFC Corporate Bond Fund,HDFC,INE848E08193,NHPC Ltd.^,1039.68,0.03,6.89,CARE - AAA,1000.0,,7.59,
HDFC Corporate Bond Fund,HDFC,INE556F08KG3,Small Industries Development Bank^,503.06,0.01,6.29,CRISIL - AAA,500.0,,7.59,
HDFC Corporate Bond Fund,HDFC,INE296A07RY7,Bajaj Finance Ltd.^,6192.46,0.17,6.5,CRISIL - AAA,500.0,,,
HDFC Corporate Bond Fund,HDFC,INE756I07EK0,HDB Financial Services Ltd.^,6229.02,0.17,6.73,CRISIL - AAA,500.0,,,
HDFC Corporate Bond Fund,HDFC,INE134E08MS3,Power Finance Corporation Ltd.^,4676.9,0.13,6.47,CRISIL - AAA,5000.0,,,
HDFC Corporate Bond Fund,HDFC,INE1CBK15037,India Universal Trust AL2 (PTC backed by loan receivables originated by HDFC Bank Limited) £^,27206.07,0.76,7.825,CRISIL - AAA(SO),276.0,,,
HDFC Corporate Bond Fund,HDFC,INE1CBK15029,India Universal Trust AL2 (PTC backed by loan receivables originated by HDFC Bank Limited) £^,14885.85,0.41,7.625,CRISIL - AAA(SO),175.0,,,
HDFC Corporate Bond Fund,HDFC,INF0RQ622028,Corporate Debt Market Development Fund,9873.8,0.27,,,87457.788,,,
ICICI Corporate Bond Fund,ICICI,IN0020200120,Government Securities,192762.57,5.82204263796,7.28,SOV,185277360.0,,7.81,
ICICI Corporate Bond Fund,ICICI,IN0020240019,Government Securities,123981.83,3.74464555329,6.52,SOV,118594780.0,,7.1,
ICICI Corporate Bond Fund,ICICI,IN0020240035,Government Securities,60166.58,1.81722205789,7.24,SOV,58412000.0,,7.34,
ICICI Corporate Bond Fund,ICICI,IN0020240126,Government Securities,32707.75,0.98787806726,6.48,SOV,31810910.0,,6.79,
ICICI Corporate Bond Fund,ICICI,IN0020210137,Government Securities,29860.44,0.90188025023,6.78,SOV,29217650.0,,6.99,
ICICI Corporate Bond Fund,ICICI,IN0020240118,Government Securities,15068.72,0.45512326557,7.18,SOV,15000000.0,,7.09,
ICICI Corporate Bond Fund,ICICI,IN2220240427,State Government of Maharashtra,15022.62,0.45373089897,7.13,SOV,14882100.0,,7.12,
ICICI Corporate Bond Fund,ICICI,IN2220240435,State Government of Maharashtra,14136.68,0.4269726935,7.15,SOV,14000000.0,,7.140000000000001,
ICICI Corporate Bond Fund,ICICI,IN3520240083,State Government of Chhattisgarh,11408.79,0.34458174025,7.03,SOV,11051200.0,,7.32,
ICICI Corporate Bond Fund,ICICI,IN1920240257,State Government of Karnataka,5807.69,0.17541070762,6.85,SOV,5657700.0,,7.13,
ICICI Corporate Bond Fund,ICICI,IN3420240241,State Government of West Bengal,2063.4,0.0623212420199999,7.16,SOV,2021800.0,,7.29,
ICICI Corporate Bond Fund,ICICI,IN2920150355,State Government of Rajasthan,1448.9,0.0437613877899999,5.99,SOV,1425000.0,,8.39,
ICICI Corporate Bond Fund,ICICI,IN1220150024,State Government of Assam,507.54,0.01532932207,5.78,SOV,500000.0,,8.43,
ICICI Corporate Bond Fund,ICICI,IN2220150139,State Government of Maharashtra,504.75,0.0152450552,5.66,SOV,500000.0,,8.15,
ICICI Corporate Bond Fund,ICICI,IN2920150454,State Government of Rajasthan,284.48,0.0085922007,6.06,SOV,280000.0,,8.21,
ICICI Corporate Bond Fund,ICICI,IN0020240134,Government Securities,37.18,,6.78,SOV,36350.0,,6.92,
ICICI Corporate Bond Fund,ICICI,INE261F08DX0,NABARD **,111323.72,3.36233037594,6.6,CRISIL AAA,110250.0,,7.58,
ICICI Corporate Bond Fund,ICICI,INE115A07RF8,LIC Housing Finance Ltd. **,110060.77,3.32418526951,7.36,CRISIL AAA,108500.0,,7.58,
ICICI Corporate Bond Fund,ICICI,INE261F08EM1,NABARD **,97353.41,2.94038258553,6.73,ICRA AAA,95550.0,,7.53,
ICICI Corporate Bond Fund,ICICI,INE01XX07034,Pipeline Infrastructure Pvt Ltd. **,83390.51,2.51865860068,7.01,CRISIL AAA,80500.0,,7.96,
ICICI Corporate Bond Fund,ICICI,INE029A08073,Bharat Petroleum Corporation Ltd. **,59486.28,1.7966748344,6.23,CRISIL AAA,59000.0,,7.58,
ICICI Corporate Bond Fund,ICICI,INE020B08EM0,Rural Electrification Corporation Ltd. **,53049.94,1.60227689753,6.52,CRISIL AAA,52500.0,,7.640000000000001,
ICICI Corporate Bond Fund,ICICI,INE115A07QC7,LIC Housing Finance Ltd. **,50938.5,1.53850469473,6.92,CRISIL AAA,5000.0,,7.8,
ICICI Corporate Bond Fund,ICICI,INE733E08254,NTPC Ltd. **,50165.13,1.51514646126,6.29,CRISIL AAA,49800.0,,7.48,
ICICI Corporate Bond Fund,ICICI,INE134E08MO2,Power Finance Corporation Ltd. **,47822.81,1.4444009482,6.51,CRISIL AAA,47500.0,,7.37,
ICICI Corporate Bond Fund,ICICI,INE556F08KD0,Small Industries Development Bank Of India. **,46175.81,1.39465631041,6.38,ICRA AAA,4600.0,,7.75,
ICICI Corporate Bond Fund,ICICI,INE280A08015,Titan Company Ltd. **,43155.92,1.30344602855,6.35,CRISIL AAA,43000.0,,7.75,
ICICI Corporate Bond Fund,ICICI,INE040A08AF2,HDFC Bank Ltd. **,41449.68,1.25191215436,7.14,CRISIL AAA,40000.0,,7.75,
ICICI Corporate Bond Fund,ICICI,INE261F08EF5,NABARD **,40713.88,1.22968865437,6.63,ICRA AAA,40000.0,,7.8,
ICICI Corporate Bond Fund,ICICI,INE556F08KI9,Small Industries Development Bank Of India. **,40364.16,1.21912599819,6.58,CRISIL AAA,40000.0,,7.44,
ICICI Corporate Bond Fund,ICICI,INE261F08DW2,NABARD **,35244.51,1.06449628667,6.41,CRISIL AAA,35000.0,,7.57,
ICICI Corporate Bond Fund,ICICI,INE774D07VK8,Mahindra & Mahindra Financial Services Ltd. **,31412.39,0.94875407575,7.26,CRISIL AAA,31000.0,,8.0,
ICICI Corporate Bond Fund,ICICI,INE020B08ED9,Rural Electrification Corporation Ltd. **,30796.64,0.93015646754,6.52,CRISIL AAA,30500.0,,7.56,
ICICI Corporate Bond Fund,ICICI,INE134E08NL6,Power Finance Corporation Ltd. **,30526.95,0.92201097187,6.7,CRISIL AAA,30000.0,,7.42,
ICICI Corporate Bond Fund,ICICI,INE128M08078,L&T Metro Rail (Hyderabad) Ltd. **,30461.75,0.92004172452,6.67,CRISIL AAA(CE),3050.0,,6.58,
ICICI Corporate Bond Fund,ICICI,INE936D07190,Jamnagar Utilities & Power Pvt. Ltd. **,29653.05,0.89561641269,7.34,CRISIL AAA,29500.0,,7.43,
ICICI Corporate Bond Fund,ICICI,INE507T07146,Summit Digitel Infrastructure Private Ltd. **,29189.21,0.88160696959,7.26,CRISIL AAA,28300.0,,7.87,
ICICI Corporate Bond Fund,ICICI,INE020B08EP3,Rural Electrification Corporation Ltd.,28401.04,0.85780172905,6.5,CRISIL AAA,28000.0,,7.77,
ICICI Corporate Bond Fund,ICICI,INE556F08KJ7,Small Industries Development Bank Of India. **,28298.65,0.85470922543,6.58,CRISIL AAA,28000.0,,7.55,
